Iteration,Kp,Kd,Reward
0,5,0.2,0.3764515491587308
1,4.954545454545454,0.19,0.37469396253463166
2,4.954545454545454,0.14,0.3280436839157367
3,4.954545454545454,0.25,0.3652142490911923
4,4.954545454545454,0.31,0.3356585063882936
5,4.954545454545454,0.06999999999999999,0.2382236578611211
6,4.954545454545454,0.43,0.5407282229678679
7,4.954545454545454,0.7000000000000001,0.2387725960387118
8,5.055454545454545,0.45,0.6012269445785596
9,5.3581818181818175,0.52,0.42749724630409347
10,5.3581818181818175,0.31,0.39755408568714296
11,5.459090909090909,0.56,0.4339528890251993
12,5.56,0.47000000000000003,0.4736775999044801
13,5.66090909090909,0.41000000000000003,0.5023252146128929
14,5.761818181818182,0.5800000000000001,0.4407479671386468
15,5.862727272727272,0.36000000000000004,0.38627245819747574
16,5.963636363636363,0.5700000000000001,0.4562208640125263
17,6.0645454545454545,0.68,0.25722223247758147
18,4.752727272727272,0.52,0.42087195502036734
19,4.651818181818181,0.3,0.4314392000137068
20,4.550909090909091,0.52,0.4096648032566276
21,4.449999999999999,0.28,0.4260086241407494
22,4.349090909090909,0.5,0.4012721446143376
23,4.248181818181818,0.27,0.4297608136196766
24,4.1472727272727266,0.18000000000000002,0.47755326934232184
25,3.9454545454545453,0.24000000000000002,0.4884716476752914
26,3.743636363636363,0.13,0.41433103655930487
27,3.8445454545454543,0.37,0.5591664822951368
28,3.6427272727272726,0.5,0.5640669421054965
29,3.4409090909090905,0.65,0.4638860846685117
30,3.34,0.48000000000000004,0.4665299666302922
31,3.6427272727272726,0.76,0.4537150218408657
32,3.34,0.79,0.33899063357589576
33,3.34,0.24000000000000002,0.2914445537407769
34,5.963636363636363,0.3,0.34490431514347825
35,3.8445454545454543,0.81,0.2827935040786392
36,5.56,0.75,0.4660068767551411
37,5.66090909090909,0.85,0.3346445710308061
38,3.239090909090909,0.78,0.37619973433605813
39,3.1381818181818177,0.6,0.44270923858894856
40,3.037272727272727,0.55,0.5208794894501925
41,2.835454545454545,0.64,0.4755985491984861
42,2.6336363636363633,0.74,0.36484050160259196
43,2.6336363636363633,0.55,0.32950268179118675
44,2.6336363636363633,0.8300000000000001,0.28395389272205596
45,2.5327272727272723,0.56,0.3382471455009473
46,4.046363636363636,0.02,0.15408369594228252
47,5.66090909090909,0.16,0.2057645925601894
48,2.4318181818181817,0.67,0.3020425791056728
49,2.7345454545454544,0.39,0.32654092278166585
50,6.0645454545454545,0.33,0.4286159605388389
